"","trip","id","species","start","stop","notes"
"483","LL067_FR51_DL64","LL067_FR51_DL64_2","UO",2023-03-11 23:11:00,2023-03-11 23:35:00,""
"484","LL067_FR51_DL64","LL067_FR51_DL64_3","UO",2023-03-12 05:29:00,2023-03-12 07:32:00,""
"485","LL067_FR51_DL64","LL067_FR51_DL64_4","UO",2023-03-12 10:12:00,2023-03-12 10:26:00,""
"486","LL067_FR51_DL64","LL067_FR51_DL64_5","UO",2023-03-12 12:00:00,2023-03-12 13:41:00,""
"487","LL067_FR51_DL64","LL067_FR51_DL64_6","UO",2023-03-12 15:14:00,2023-03-12 16:05:00,""
"488","LL067_FR51_DL64","LL067_FR51_DL64_7","UO",2023-03-13 23:51:00,2023-03-14,""
"489","LL067_FR51_DL64","LL067_FR51_DL64_8","UO",2023-03-14 02:26:00,2023-03-14 03:50:00,""
"490","LL067_FR51_DL64","LL067_FR51_DL64_9","UO",2023-03-14 05:32:00,2023-03-14 05:45:00,""
"491","LL067_FR51_DL64","LL067_FR51_DL64_10","UO",2023-03-14 06:50:00,2023-03-14 08:51:00,""
"492","LL067_FR51_DL64","LL067_FR51_DL64_11","UO",2023-03-14 10:46:00,2023-03-14 12:25:00,""
"493","LL067_FR51_DL64","LL067_FR51_DL64_12","UO",2023-03-14 13:05:00,2023-03-14 13:35:00,""
"494","LL067_FR51_DL64","LL067_FR51_DL64_13","UO",2023-03-15 00:26:00,2023-03-15 04:36:00,""
"495","LL067_FR51_DL64","LL067_FR51_DL64_14","UO",2023-03-15 05:06:00,2023-03-15 05:24:00,""
"496","LL067_FR51_DL64","LL067_FR51_DL64_15","UO",2023-03-15 09:20:00,2023-03-15 10:00:00,""
"497","LL067_FR51_DL64","LL067_FR51_DL64_16","UO",2023-03-17 05:02:00,2023-03-17 06:46:00,""
"498","LL067_FR51_DL64","LL067_FR51_DL64_17","UO",2023-03-17 22:30:00,2023-03-17 23:53:00,""
"499","LL067_FR51_DL64","LL067_FR51_DL64_18","UO",2023-03-18 00:40:00,2023-03-18 00:50:00,""
"500","LL067_FR51_DL64","LL067_FR51_DL64_19","UO",2023-03-18 08:49:00,2023-03-18 10:00:00,""
"501","LL067_FR51_DL64","LL067_FR51_DL64_20","UO",2023-03-18 11:29:00,2023-03-18 12:25:00,""
"502","LL067_FR52_DL59","LL067_FR52_DL59_1","UO",2023-03-10 20:20:00,2023-03-10 20:40:00,""
"503","LL067_FR52_DL59","LL067_FR52_DL59_2","UO",2023-03-10 22:56:00,2023-03-10 23:10:00,""
"504","LL067_FR52_DL59","LL067_FR52_DL59_3","UO",2023-03-11 06:30:00,2023-03-11 08:03:00,""
"505","LL067_FR52_DL59","LL067_FR52_DL59_4","UO",2023-03-11 14:40:00,2023-03-11 15:13:00,""
"506","LL067_FR52_DL59","LL067_FR52_DL59_5","UO",2023-03-11 15:36:00,2023-03-11 16:12:00,""
"507","LL067_FR52_DL59","LL067_FR52_DL59_6","UO",2023-03-12 02:28:00,2023-03-12 02:34:00,""
"508","LL067_FR52_DL59","LL067_FR52_DL59_7","UO",2023-03-14 05:07:00,2023-03-14 06:41:00,""
"509","LL067_FR52_DL59","LL067_FR52_DL59_8","UO",2023-03-15 05:03:00,2023-03-15 06:10:00,""
"510","LL067_FR52_DL59","LL067_FR52_DL59_9","UO",2023-03-15 08:39:00,2023-03-15 13:21:00,""
"511","LL067_FR52_DL59","LL067_FR52_DL59_10","UO",2023-03-15 15:08:00,2023-03-15 15:39:00,""
"512","LL067_FR52_DL59","LL067_FR52_DL59_11","UO",2023-03-17 01:38:00,2023-03-17 01:43:00,""
"513","LL067_FR64_DL88","LL067_FR64_DL88_1","UO",2023-03-11 05:15:00,2023-03-11 07:03:00,""
"514","LL067_FR64_DL88","LL067_FR64_DL88_2","UO",2023-03-11 09:34:00,2023-03-11 09:51:00,""
"515","LL067_FR64_DL88","LL067_FR64_DL88_3","UO",2023-03-11 10:21:00,2023-03-11 11:34:00,""
"516","LL067_FR64_DL88","LL067_FR64_DL88_4","UO",2023-03-12 04:00:00,2023-03-12 05:31:00,""
"517","LL067_FR64_DL88","LL067_FR64_DL88_5","UO",2023-03-14 01:54:00,2023-03-14 02:05:00,""
"518","LL067_FR64_DL88","LL067_FR64_DL88_6","UO",2023-03-14 02:57:00,2023-03-14 09:51:00,""
"519","LL067_FR64_DL88","LL067_FR64_DL88_7","UO",2023-03-15 05:29:00,2023-03-15 06:33:00,""
"520","LL067_FR64_DL88","LL067_FR64_DL88_8","UO",2023-03-16 22:32:00,2023-03-16 22:40:00,""
"521","LL067_FR64_DL88","LL067_FR64_DL88_9","UO",2023-03-17 09:04:00,2023-03-17 09:47:00,"banding in clicks"
"522","LL067_FR64_DL88","LL067_FR64_DL88_10","UO",2023-03-17 14:05:00,2023-03-17 14:16:00,""
"523","LL067_FR64_DL88","LL067_FR64_DL88_11","UO",2023-03-17 15:29:00,2023-03-17 15:30:00,""
"524","LL067_FR64_DL88","LL067_FR64_DL88_12","UO",2023-03-17 22:26:00,2023-03-18 02:36:00,""
"525","LL067_FR64_DL88","LL067_FR64_DL88_13","UO",2023-03-18 06:36:00,2023-03-18 06:53:00,""
"526","LL067_FR64_DL88","LL067_FR64_DL88_14","UO",2023-03-18 07:55:00,2023-03-18 08:08:00,""
"527","LL067_FR64_DL88","LL067_FR64_DL88_15","UO",2023-03-18 09:26:00,2023-03-18 09:46:00,""
"528","LL067_FR64_DL88","LL067_FR64_DL88_16","UO",2023-03-18 13:34:00,2023-03-18 17:05:00,""
"529","LL068_FR45_DL60","LL068_FR45_DL60_1","UO",2023-05-24 04:59:00,2023-05-24 05:09:00,""
"530","LL068_FR45_DL60","LL068_FR45_DL60_2","UO",2023-05-25 05:15:00,2023-05-25 06:01:00,""
"531","LL068_FR45_DL60","LL068_FR45_DL60_3","UO",2023-05-25 11:40:00,2023-05-25 12:02:00,"possible banding in clicks"
"532","LL068_FR45_DL60","LL068_FR45_DL60_4","UO",2023-05-30 00:59:00,2023-05-30 01:01:00,""
"533","LL068_FR51_DL64","LL068_FR51_DL64_1","UO",2023-05-24 07:14:00,2023-05-24 08:07:00,""
"534","LL068_FR51_DL64","LL068_FR51_DL64_2","UO",2023-05-27 00:32:00,2023-05-27 00:45:00,""
"535","LL068_FR51_DL64","LL068_FR51_DL64_3","UO",2023-05-27 02:37:00,2023-05-27 02:54:00,""
"536","LL068_FR51_DL64","LL068_FR51_DL64_4","UO",2023-05-27 09:20:00,2023-05-27 09:44:00,""
"537","LL068_FR51_DL64","LL068_FR51_DL64_5","UO",2023-05-28 03:55:00,2023-05-28 04:22:00,""
"538","LL068_FR51_DL64","LL068_FR51_DL64_6","UO",2023-05-30 09:59:00,2023-05-30 11:04:00,""
"539","LL068_FR52_DL59","LL068_FR52_DL59_1","UO",2023-05-24 09:35:00,2023-05-24 10:01:00,""
"540","LL068_FR52_DL59","LL068_FR52_DL59_2","UO",2023-05-24 13:48:00,2023-05-24 13:57:00,""
"541","LL068_FR52_DL59","LL068_FR52_DL59_3","UO",2023-05-25 05:10:00,2023-05-25 05:46:00,""
"542","LL068_FR52_DL59","LL068_FR52_DL59_4","UO",2023-05-25 12:13:00,2023-05-25 12:39:00,""
"543","LL068_FR52_DL59","LL068_FR52_DL59_5","UO",2023-05-26 17:05:00,2023-05-26 18:12:00,"Pc?"
"544","LL068_FR52_DL59","LL068_FR52_DL59_6","UO",2023-05-27 00:20:00,2023-05-27 00:42:00,""
"545","LL068_FR52_DL59","LL068_FR52_DL59_7","UO",2023-05-27 15:36:00,2023-05-27 16:45:00,""
"546","LL068_FR52_DL59","LL068_FR52_DL59_8","UO",2023-05-27 21:23:00,2023-05-27 21:56:00,"BW (Md)?"
"547","LL068_FR52_DL59","LL068_FR52_DL59_9","UO",2023-05-28 11:14:00,2023-05-28 12:20:00,"banding in clicks"
"548","LL068_FR52_DL59","LL068_FR52_DL59_10","UO",2023-05-28 14:39:00,2023-05-28 16:46:00,""
"549","LL068_FR52_DL59","LL068_FR52_DL59_11","UO",2023-05-30 09:07:00,2023-05-30 09:23:00,""
"550","LL068_FR52_DL59","LL068_FR52_DL59_12","UO",2023-05-30 11:14:00,2023-05-30 11:24:00,""
"551","LL069_FR05_DL96","LL069_FR05_DL96_1","UO",2023-08-03 08:25:00,2023-08-03 08:54:00,""
"552","LL069_FR05_DL96","LL069_FR05_DL96_2","UO",2023-08-03 12:01:00,2023-08-03 12:05:00,""
"553","LL069_FR05_DL96","LL069_FR05_DL96_3","UO",2023-08-03 13:17:00,2023-08-03 13:52:00,""
"554","LL069_FR05_DL96","LL069_FR05_DL96_4","UO",2023-08-04 05:16:00,2023-08-04 05:40:00,""
"555","LL069_FR05_DL96","LL069_FR05_DL96_5","UO",2023-08-04 06:52:00,2023-08-04 07:24:00,""
"556","LL069_FR05_DL96","LL069_FR05_DL96_6","UO",2023-08-04 10:07:00,2023-08-04 13:24:00,""
"557","LL069_FR05_DL96","LL069_FR05_DL96_7","UO",2023-08-05 05:31:00,2023-08-05 07:19:00,""
"558","LL069_FR05_DL96","LL069_FR05_DL96_8","UO",2023-08-05 08:26:00,2023-08-05 08:31:00,""
"559","LL069_FR05_DL96","LL069_FR05_DL96_9","UO",2023-08-05 09:01:00,2023-08-05 09:30:00,""
"560","LL069_FR05_DL96","LL069_FR05_DL96_10","UO",2023-08-05 09:51:00,2023-08-05 10:21:00,""
"561","LL069_FR05_DL96","LL069_FR05_DL96_11","UO",2023-08-05 10:50:00,2023-08-05 11:34:00,""
"562","LL069_FR05_DL96","LL069_FR05_DL96_12","UO",2023-08-05 11:55:00,2023-08-05 12:29:00,""
"563","LL069_FR05_DL96","LL069_FR05_DL96_13","UO",2023-08-05 12:28:00,2023-08-05 14:44:00,""
"564","LL069_FR05_DL96","LL069_FR05_DL96_14","UO",2023-08-06 05:57:00,2023-08-06 07:45:00,""
"565","LL069_FR05_DL96","LL069_FR05_DL96_15","UO",2023-08-06 08:34:00,2023-08-06 09:23:00,""
"566","LL069_FR05_DL96","LL069_FR05_DL96_16","UO",2023-08-07 03:39:00,2023-08-07 05:02:00,""
"567","LL069_FR05_DL96","LL069_FR05_DL96_17","UO",2023-08-07 09:34:00,2023-08-07 10:08:00,""
"568","LL069_FR45_DL60","LL069_FR45_DL60_1","UO",2023-08-02 05:51:00,2023-08-02 06:14:00,""
"569","LL069_FR45_DL60","LL069_FR45_DL60_2","UO",2023-08-04 06:30:00,2023-08-04 06:40:00,""
"570","LL069_FR45_DL60","LL069_FR45_DL60_3","UO",2023-08-04 07:51:00,2023-08-04 08:14:00,""
"571","LL069_FR45_DL60","LL069_FR45_DL60_4","UO",2023-08-04 09:14:00,2023-08-04 10:18:00,""
"572","LL069_FR45_DL60","LL069_FR45_DL60_5","UO",2023-08-05 03:38:00,2023-08-05 03:45:00,""
"573","LL069_FR45_DL60","LL069_FR45_DL60_6","UO",2023-08-05 07:43:00,2023-08-05 08:38:00,""
"574","LL069_FR45_DL60","LL069_FR45_DL60_7","UO",2023-08-05 10:16:00,2023-08-05 10:40:00,""
"575","LL069_FR45_DL60","LL069_FR45_DL60_8","UO",2023-08-06 01:56:00,2023-08-06 02:18:00,""
"576","LL069_FR45_DL60","LL069_FR45_DL60_9","UO",2023-08-06 10:20:00,2023-08-06 10:35:00,""
"577","LL069_FR45_DL60","LL069_FR45_DL60_10","UO",2023-08-06 11:10:00,2023-08-06 12:05:00,""
"578","LL069_FR45_DL60","LL069_FR45_DL60_11","UO",2023-08-07 05:04:00,2023-08-07 05:10:00,""
"579","LL069_FR45_DL60","LL069_FR45_DL60_12","UO",2023-08-07 06:25:00,2023-08-07 06:37:00,""
"580","LL069_FR45_DL60","LL069_FR45_DL60_13","UO",2023-08-07 10:03:00,2023-08-07 10:47:00,""
"581","LL069_FR45_DL60","LL069_FR45_DL60_14","UO",2023-08-07 12:50:00,2023-08-07 12:52:00,""
"582","LL069_FR45_DL60","LL069_FR45_DL60_15","UO",2023-08-08 08:52:00,2023-08-08 09:48:00,""
"583","LL069_FR45_DL60","LL069_FR45_DL60_16","UO",2023-08-08 11:30:00,2023-08-08 12:09:00,""
"584","LL069_FR45_DL60","LL069_FR45_DL60_17","UO",2023-08-09 06:01:00,2023-08-09 08:58:00,""
"585","LL069_FR51_DL64","LL069_FR51_DL64_1","UO",2023-08-03 08:53:00,2023-08-03 09:04:00,""
"586","LL069_FR51_DL64","LL069_FR51_DL64_2","UO",2023-08-03 09:36:00,2023-08-03 10:14:00,""
"587","LL069_FR51_DL64","LL069_FR51_DL64_3","UO",2023-08-03 15:17:00,2023-08-03 16:02:00,""
"588","LL069_FR51_DL64","LL069_FR51_DL64_4","UO",2023-08-03 16:16:00,2023-08-03 16:33:00,""
"589","LL069_FR51_DL64","LL069_FR51_DL64_5","UO",2023-08-04 05:06:00,2023-08-04 08:09:00,""
"590","LL069_FR51_DL64","LL069_FR51_DL64_6","UO",2023-08-04 09:45:00,2023-08-04 10:07:00,""
"591","LL069_FR51_DL64","LL069_FR51_DL64_7","UO",2023-08-04 12:11:00,2023-08-04 14:34:00,""
"592","LL069_FR51_DL64","LL069_FR51_DL64_8","UO",2023-08-04 15:17:00,2023-08-04 15:44:00,""
"593","LL069_FR51_DL64","LL069_FR51_DL64_9","UO",2023-08-05 06:33:00,2023-08-05 07:01:00,""
"594","LL069_FR51_DL64","LL069_FR51_DL64_10","UO",2023-08-05 08:51:00,2023-08-05 13:25:00,""
"595","LL069_FR51_DL64","LL069_FR51_DL64_11","UO",2023-08-05 14:34:00,2023-08-05 15:39:00,""
"596","LL069_FR51_DL64","LL069_FR51_DL64_12","UO",2023-08-06 11:09:00,2023-08-06 12:16:00,""
"597","LL069_FR51_DL64","LL069_FR51_DL64_13","UO",2023-08-07 02:29:00,2023-08-07 02:48:00,""
"598","LL069_FR51_DL64","LL069_FR51_DL64_14","UO",2023-08-07 14:59:00,2023-08-07 15:32:00,""
"599","LL069_FR51_DL64","LL069_FR51_DL64_15","UO",2023-08-07 16:01:00,2023-08-07 16:06:00,""
"600","LL069_FR51_DL64","LL069_FR51_DL64_16","UO",2023-08-08 11:44:00,2023-08-08 12:27:00,""
"601","LL069_FR51_DL64","LL069_FR51_DL64_17","UO",2023-08-09 12:30:00,2023-08-09 13:14:00,""
"602","LL069_FR51_DL64","LL069_FR51_DL64_18","UO",2023-08-09 13:35:00,2023-08-09 14:38:00,""
"603","LL069_FR64_DL88","LL069_FR64_DL88_1","UO",2023-08-04 02:39:00,2023-08-04 02:44:00,""
"604","LL069_FR64_DL88","LL069_FR64_DL88_2","UO",2023-08-05 13:10:00,2023-08-05 13:57:00,""
"605","LL069_FR64_DL88","LL069_FR64_DL88_3","UO",2023-08-06 02:50:00,2023-08-06 05:15:00,""
"606","LL069_FR64_DL88","LL069_FR64_DL88_4","UO",2023-08-06 07:48:00,2023-08-06 08:20:00,""
"607","LL069_FR64_DL88","LL069_FR64_DL88_5","UO",2023-08-07 06:39:00,2023-08-07 07:24:00,""
"608","LL069_FR64_DL88","LL069_FR64_DL88_6","UO",2023-08-09 08:18:00,2023-08-09 09:39:00,""
"609","LL070_FR45_DL60","LL070_FR45_DL60_1","UO",2023-09-23 08:29:00,2023-09-23 09:17:00,"banding in clicks"
"610","LL070_FR45_DL60","LL070_FR45_DL60_2","UO",2023-09-24 23:16:00,2023-09-24 23:18:00,"Kspp"
"611","LL070_FR45_DL60","LL070_FR45_DL60_3","UO",2023-09-24 22:59:00,2023-09-25 02:02:00,"Pm"
"612","LL070_FR45_DL60","LL070_FR45_DL60_4","UO",2023-09-25 04:26:00,2023-09-25 04:50:00,"Pm"
"613","LL070_FR45_DL60","LL070_FR45_DL60_5","UO",2023-09-28 23:59:00,2023-09-29 00:02:00,"Kspp"
"614","LL070_FR45_DL60","LL070_FR45_DL60_6","UO",2023-09-29 03:04:00,2023-09-29 03:11:00,"Kspp"
"615","LL070_FR51_DL64","LL070_FR51_DL64_1","UO",2023-09-22 08:18:00,2023-09-22 08:57:00,"Pm"
"616","LL070_FR51_DL64","LL070_FR51_DL64_2","UO",2023-09-22 09:11:00,2023-09-22 10:23:00,"Pm"
"617","LL070_FR51_DL64","LL070_FR51_DL64_3","UO",2023-09-22 10:35:00,2023-09-22 11:46:00,"Pm"
"618","LL070_FR51_DL64","LL070_FR51_DL64_4","UO",2023-09-25 03:16:00,2023-09-25 03:59:00,""
"619","LL070_FR63_DL84","LL070_FR63_DL84_1","UO",2023-09-22 12:24:00,2023-09-22 13:09:00,"Pm"
"620","LL070_FR63_DL84","LL070_FR63_DL84_2","UO",2023-09-22 13:24:00,2023-09-22 14:46:00,"Pm"
"621","LL070_FR63_DL84","LL070_FR63_DL84_3","UO",2023-09-22 13:57:00,2023-09-22 14:36:00,"sperm whale clicks mixed in"
"622","LL070_FR63_DL84","LL070_FR63_DL84_4","UO",2023-09-23 09:39:00,2023-09-23 10:51:00,""
"623","LL070_FR63_DL84","LL070_FR63_DL84_5","UO",2023-09-25 11:49:00,2023-09-25 13:01:00,""
"624","LL070_FR63_DL84","LL070_FR63_DL84_6","UO",2023-09-26 11:46:00,2023-09-26 12:53:00,""
"625","LL070_FR64_DL88","LL070_FR64_DL88_1","UO",2023-09-22 03:17:00,2023-09-22 03:51:00,"Pm"
"626","LL070_FR64_DL88","LL070_FR64_DL88_2","UO",2023-09-23 04:45:00,2023-09-23 05:17:00,""
"627","LL070_FR64_DL88","LL070_FR64_DL88_3","UO",2023-09-25 03:30:00,2023-09-25 03:34:00,"Kspp"
"628","LL070_FR64_DL88","LL070_FR64_DL88_4","UO",2023-09-25 11:49:00,2023-09-25 12:08:00,"Pm"
"629","LL070_FR64_DL88","LL070_FR64_DL88_5","UO",2023-09-26 04:40:00,2023-09-26 04:49:00,""
"630","LL070_FR64_DL88","LL070_FR64_DL88_6","UO",2023-09-28 04:47:00,2023-09-28 04:52:00,"Kspp"
"631","LL070_FR64_DL88","LL070_FR64_DL88_7","UO",2023-09-29 04:15:00,2023-09-29 04:18:00,"Pm"
"632","LL070_FR64_DL88","LL070_FR64_DL88_8","UO",2023-09-30 03:18:00,2023-09-30 03:43:00,"noise?"
"633","LL070_FR64_DL88","LL070_FR64_DL88_9","UO",2023-09-30 05:15:00,2023-09-30 05:36:00,"noise?"
"634","LL070_FR64_DL88","LL070_FR64_DL88_10","UO",2023-10-01 11:29:00,2023-10-01 13:20:00,""
